timestamp,close
2024-04-05 21:45:00,67515.45
2024-04-05 22:00:00,67640.0
2024-04-05 22:15:00,67690.0
2024-04-05 22:30:00,67779.06
2024-04-05 22:45:00,67628.53
2024-04-05 23:00:00,67813.98
2024-04-05 23:15:00,67839.1
2024-04-05 23:30:00,67917.94
2024-04-05 23:45:00,67820.62
2024-04-06 00:00:00,67792.2
2024-04-06 00:15:00,67864.39
2024-04-06 00:30:00,67918.0
2024-04-06 00:45:00,67900.57
2024-04-06 01:00:00,67818.0
2024-04-06 01:15:00,67918.0
2024-04-06 01:30:00,67794.46
2024-04-06 01:45:00,67689.99
2024-04-06 02:00:00,67659.89
2024-04-06 02:15:00,67595.6
2024-04-06 02:30:00,67492.51
2024-04-06 02:45:00,67574.59
2024-04-06 03:00:00,67715.65
2024-04-06 03:15:00,67742.76
2024-04-06 03:30:00,67639.99
2024-04-06 03:45:00,67788.01
2024-04-06 04:00:00,67776.0
2024-04-06 04:15:00,67669.99
2024-04-06 04:30:00,67676.09
2024-04-06 04:45:00,67735.84
2024-04-06 05:00:00,67965.85
2024-04-06 05:15:00,67999.99
2024-04-06 05:30:00,68093.61
2024-04-06 05:45:00,68038.74
2024-04-06 06:00:00,67980.0
2024-04-06 06:15:00,68008.36
2024-04-06 06:30:00,68106.74
2024-04-06 06:45:00,68109.42
2024-04-06 07:00:00,68055.34
2024-04-06 07:15:00,67967.53
2024-04-06 07:30:00,67989.14
2024-04-06 07:45:00,67992.02
2024-04-06 08:00:00,68000.35
2024-04-06 08:15:00,67938.0
2024-04-06 08:30:00,67909.28
2024-04-06 08:45:00,68012.14
2024-04-06 09:00:00,68086.85
2024-04-06 09:15:00,67962.35
2024-04-06 09:30:00,67888.81
2024-04-06 09:45:00,67792.0
2024-04-06 10:00:00,67851.1
2024-04-06 10:15:00,67813.99
2024-04-06 10:30:00,67809.21
2024-04-06 10:45:00,67842.17
2024-04-06 11:00:00,67759.68
2024-04-06 11:15:00,67743.93
2024-04-06 11:30:00,67711.83
2024-04-06 11:45:00,67668.16
2024-04-06 12:00:00,67725.46
2024-04-06 12:15:00,67777.1
2024-04-06 12:30:00,67663.23
2024-04-06 12:45:00,67738.37
2024-04-06 13:00:00,67707.72
2024-04-06 13:15:00,67580.0
2024-04-06 13:30:00,67678.0
2024-04-06 13:45:00,67699.99
2024-04-06 14:00:00,67786.0
2024-04-06 14:15:00,67777.12
2024-04-06 14:30:00,68011.84
2024-04-06 14:45:00,67993.99
2024-04-06 15:00:00,68242.12
2024-04-06 15:15:00,68120.57
2024-04-06 15:30:00,68067.4
2024-04-06 15:45:00,68104.0
2024-04-06 16:00:00,67998.1
2024-04-06 16:15:00,67981.95
2024-04-06 16:30:00,67990.02
2024-04-06 16:45:00,68143.48
2024-04-06 17:00:00,68117.98
2024-04-06 17:15:00,68146.36
2024-04-06 17:30:00,68413.29
2024-04-06 17:45:00,68287.3
2024-04-06 18:00:00,68266.67
2024-04-06 18:15:00,68259.76
2024-04-06 18:30:00,68253.71
2024-04-06 18:45:00,68307.28
2024-04-06 19:00:00,68305.37
2024-04-06 19:15:00,68346.0
2024-04-06 19:30:00,68360.54
2024-04-06 19:45:00,68259.98
2024-04-06 20:00:00,68185.99
2024-04-06 20:15:00,68296.81
2024-04-06 20:30:00,68312.2
2024-04-06 20:45:00,68390.0
2024-04-06 21:00:00,68387.4
2024-04-06 21:15:00,68415.0
2024-04-06 21:30:00,68385.84
2024-04-06 21:45:00,68299.65
2024-04-06 22:00:00,68489.13
2024-04-06 22:15:00,68661.82
2024-04-06 22:30:00,68705.43
2024-04-06 22:45:00,69056.0
2024-04-06 23:00:00,69556.97
2024-04-06 23:15:00,69410.0
2024-04-06 23:30:00,69062.01
2024-04-06 23:45:00,68896.0
2024-04-07 00:00:00,69109.44
2024-04-07 00:15:00,68840.0
2024-04-07 00:30:00,69076.62
2024-04-07 00:45:00,68999.99
2024-04-07 01:00:00,69212.02
2024-04-07 01:15:00,69499.99
2024-04-07 01:30:00,69415.59
2024-04-07 01:45:00,69541.65
2024-04-07 02:00:00,69479.99
2024-04-07 02:15:00,69643.43
2024-04-07 02:30:00,69470.31
2024-04-07 02:45:00,69300.0
2024-04-07 03:00:00,69298.01
2024-04-07 03:15:00,69453.31
2024-04-07 03:30:00,69382.01
2024-04-07 03:45:00,69408.05
2024-04-07 04:00:00,69272.74
2024-04-07 04:15:00,69204.0
2024-04-07 04:30:00,69221.99
2024-04-07 04:45:00,69304.44
2024-04-07 05:00:00,69394.31
2024-04-07 05:15:00,69388.0
2024-04-07 05:30:00,69398.68
2024-04-07 05:45:00,69397.76
2024-04-07 06:00:00,69341.99
2024-04-07 06:15:00,69243.31
2024-04-07 06:30:00,69261.77
2024-04-07 06:45:00,69244.09
2024-04-07 07:00:00,69322.34
2024-04-07 07:15:00,69420.0
2024-04-07 07:30:00,69374.0
2024-04-07 07:45:00,69364.01
2024-04-07 08:00:00,69462.01
2024-04-07 08:15:00,69482.64
2024-04-07 08:30:00,69534.0
2024-04-07 08:45:00,69479.99
2024-04-07 09:00:00,69493.25
2024-04-07 09:15:00,69365.95
2024-04-07 09:30:00,69223.99
2024-04-07 09:45:00,69289.99
2024-04-07 10:00:00,69316.98
2024-04-07 10:15:00,69384.01
2024-04-07 10:30:00,69469.99
2024-04-07 10:45:00,69328.14
2024-04-07 11:00:00,69275.51
2024-04-07 11:15:00,69340.01
2024-04-07 11:30:00,69384.96
2024-04-07 11:45:00,69357.0
2024-04-07 12:00:00,69293.65
2024-04-07 12:15:00,69225.99
2024-04-07 12:30:00,69390.8
2024-04-07 12:45:00,69335.99
2024-04-07 13:00:00,69459.07
2024-04-07 13:15:00,69408.74
2024-04-07 13:30:00,69357.71
2024-04-07 13:45:00,69349.93
2024-04-07 14:00:00,69291.0
2024-04-07 14:15:00,69290.0
2024-04-07 14:30:00,69494.82
2024-04-07 14:45:00,69578.44
2024-04-07 15:00:00,69800.0
2024-04-07 15:15:00,69736.0
2024-04-07 15:30:00,69584.01
2024-04-07 15:45:00,69543.74
2024-04-07 16:00:00,69900.0
2024-04-07 16:15:00,69964.01
2024-04-07 16:30:00,70156.01
2024-04-07 16:45:00,70074.0
2024-04-07 17:00:00,69854.06
2024-04-07 17:15:00,69872.39
2024-04-07 17:30:00,69729.12
2024-04-07 17:45:00,69798.01
2024-04-07 18:00:00,69540.17
2024-04-07 18:15:00,69551.78
2024-04-07 18:30:00,69393.16
2024-04-07 18:45:00,69390.01
2024-04-07 19:00:00,69376.0
2024-04-07 19:15:00,69445.68
2024-04-07 19:30:00,69273.32
2024-04-07 19:45:00,69068.01
2024-04-07 20:00:00,69219.57
2024-04-07 20:15:00,69329.33
2024-04-07 20:30:00,69372.0
2024-04-07 20:45:00,69309.69
2024-04-07 21:00:00,69343.43
2024-04-07 21:15:00,69279.73
2024-04-07 21:30:00,69201.21
2024-04-07 21:45:00,69031.3
2024-04-07 22:00:00,69197.18
2024-04-07 22:15:00,69209.99
2024-04-07 22:30:00,69313.6
2024-04-07 22:45:00,69200.0
2024-04-07 23:00:00,69410.35
2024-04-07 23:15:00,69339.99
2024-04-07 23:30:00,69362.01
2024-04-07 23:45:00,69360.39
2024-04-08 00:00:00,69395.61
2024-04-08 00:15:00,69203.98
2024-04-08 00:30:00,69280.95
2024-04-08 00:45:00,69325.99
2024-04-08 01:00:00,69526.02
2024-04-08 01:15:00,69720.0
2024-04-08 01:30:00,69704.97
2024-04-08 01:45:00,69437.02
2024-04-08 02:00:00,69301.98
