timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-04-06 03:45:00,67639.99,67812.04,67609.99,67788.01,124.26675,1712375999999,8414001.3748533,8120,68.34155,4628280.9353743,0
2024-04-06 04:00:00,67788.0,67819.13,67742.19,67776.0,101.06487,1712376899999,6850819.5754515,6868,35.65511,2416859.0572115,0
2024-04-06 04:15:00,67776.01,67793.4,67669.98,67669.99,185.76788,1712377799999,12583911.8608842,7432,41.45043,2807385.2721568,0
2024-04-06 04:30:00,67669.99,67789.24,67630.0,67676.09,187.31668,1712378699999,12683257.7561768,9438,72.49748,4908060.7281103,0
2024-04-06 04:45:00,67676.09,67760.7,67602.0,67735.84,97.27866,1712379599999,6584025.4257628,8572,57.9026,3919172.5754789,0
2024-04-06 05:00:00,67735.84,67978.0,67720.17,67965.85,181.97929,1712380499999,12352739.3635641,15669,116.88063,7933564.8029328,0
2024-04-06 05:15:00,67965.85,68033.34,67848.0,67999.99,277.51528,1712381399999,18857023.0491122,23943,150.87948,10253249.9876283,0
2024-04-06 05:30:00,68000.0,68232.14,67999.99,68093.61,457.57592,1712382299999,31178711.7048088,37380,241.42178,16447875.5623066,0
2024-04-06 05:45:00,68093.6,68108.62,67943.14,68038.74,196.46932,1712383199999,13363810.4886178,14262,77.8285,5294033.5144766,0
2024-04-06 06:00:00,68038.75,68059.8,67845.2,67980.0,185.24579,1712384099999,12588105.5883011,10246,69.35023,4712940.4782497,0
2024-04-06 06:15:00,67980.0,68039.37,67922.08,68008.36,147.12155,1712384999999,10002755.1137781,7123,89.26669,6069387.7104428,0
2024-04-06 06:30:00,68008.36,68110.0,67984.37,68106.74,113.23769,1712385899999,7706794.4195743,7762,71.20812,4846485.3644085,0
2024-04-06 06:45:00,68106.75,68162.9,68061.65,68109.42,135.95481,1712386799999,9260320.132557,7713,57.20627,3896502.9197809,0
2024-04-06 07:00:00,68109.43,68120.02,67996.3,68055.34,179.16372,1712387699999,12196182.5414947,11008,89.43442,6087772.8087239,0
2024-04-06 07:15:00,68055.33,68078.78,67960.32,67967.53,154.53779,1712388599999,10510389.6665806,8629,78.27877,5324512.8931913,0
2024-04-06 07:30:00,67967.54,68008.0,67940.54,67989.14,117.91784,1712389499999,8016274.3818795,7838,61.0448,4149709.5034898,0
2024-04-06 07:45:00,67989.14,68189.33,67953.15,67992.02,352.28499,1712390399999,23973014.0622196,13745,139.37641,9486477.261765,0
2024-04-06 08:00:00,67992.02,68106.88,67947.11,68000.35,222.96824,1712391299999,15166168.2995493,10757,122.51227,8333545.6183829,0
2024-04-06 08:15:00,68000.36,68000.36,67859.53,67938.0,225.71198,1712392199999,15328606.2387053,8633,81.11455,5508687.7611237,0
2024-04-06 08:30:00,67938.01,67965.1,67886.42,67909.28,169.35181,1712393099999,11503773.0855867,6698,64.31598,4368727.9094115,0
2024-04-06 08:45:00,67909.27,68074.56,67909.27,68012.14,157.35839,1712393999999,10700380.0986832,7736,103.25108,7020443.0938567,0
2024-04-06 09:00:00,68012.15,68120.0,67987.01,68086.85,132.4945,1712394899999,9015379.0704707,8070,74.19034,5047943.9068474,0
2024-04-06 09:15:00,68086.84,68088.0,67962.01,67962.35,82.21355,1712395799999,5591825.0918359,7525,28.40608,1931832.8207422,0
2024-04-06 09:30:00,67962.34,67973.22,67830.0,67888.81,206.3745,1712396699999,14012265.5808143,10589,87.6655,5951420.3031824,0
2024-04-06 09:45:00,67888.81,67923.68,67747.86,67792.0,435.2097,1712397599999,29506074.3298425,14879,257.2937,17439677.5184888,0
2024-04-06 10:00:00,67792.0,67851.11,67792.0,67851.1,164.86976,1712398499999,11181431.8785572,9820,97.89827,6639279.6026972,0
2024-04-06 10:15:00,67851.11,67886.37,67800.73,67813.99,118.45265,1712399399999,8034782.5911052,7392,56.21546,3813065.4822227,0
2024-04-06 10:30:00,67814.0,67823.55,67714.72,67809.21,141.47662,1712400299999,9587719.6751879,9424,59.18825,4010898.6847926,0
2024-04-06 10:45:00,67809.21,67874.42,67773.91,67842.17,78.56168,1712401199999,5328038.2155375,6094,41.61978,2822603.4993109,0
2024-04-06 11:00:00,67842.18,67904.35,67717.22,67759.68,135.33504,1712402099999,9177711.3348998,8788,69.00357,4680081.180526,0
2024-04-06 11:15:00,67759.68,67800.0,67707.12,67743.93,87.36325,1712402999999,5919582.1849233,7005,38.24966,2591665.7984834,0
2024-04-06 11:30:00,67743.94,67743.94,67633.33,67711.83,146.55914,1712403899999,9921080.7676193,11507,65.08331,4405429.5532675,0
2024-04-06 11:45:00,67711.83,67739.08,67615.22,67668.16,138.56076,1712404799999,9380725.5619222,9964,59.66094,4039243.5492659,0
2024-04-06 12:00:00,67668.16,67750.47,67629.71,67725.46,188.66239,1712405699999,12771377.503257,10634,98.73715,6683743.920453,0
2024-04-06 12:15:00,67725.46,67777.11,67687.81,67777.1,182.1361,1712406599999,12336056.3889456,8099,78.11965,5291522.0822353,0
2024-04-06 12:30:00,67777.1,67796.69,67663.23,67663.23,175.90886,1712407499999,11914620.4564346,12558,73.54508,4981366.4525609,0
2024-04-06 12:45:00,67663.24,67741.19,67582.3,67738.37,221.48655,1712408399999,14988335.6895886,18802,108.4939,7342886.0083225,0
2024-04-06 13:00:00,67738.36,67745.13,67620.0,67707.72,171.19054,1712409299999,11588766.7089817,13444,87.55008,5926613.4145149,0
2024-04-06 13:15:00,67707.72,67707.73,67570.01,67580.0,153.23651,1712410199999,10363712.2156488,11699,54.62617,3694523.3404542,0
2024-04-06 13:30:00,67580.0,67708.7,67527.78,67678.0,111.71116,1712411099999,7555370.0014058,9358,46.08444,3117124.1716294,0
2024-04-06 13:45:00,67678.01,67708.7,67617.03,67699.99,243.78568,1712411999999,16493681.7926682,8947,88.9049,6015938.2667958,0
2024-04-06 14:00:00,67700.0,67820.23,67684.0,67786.0,183.84187,1712412899999,12459058.293921,11749,99.911,6770727.7993441,0
2024-04-06 14:15:00,67786.01,67895.45,67732.0,67777.12,198.69875,1712413799999,13473677.6636457,14079,84.95709,5761080.6735204,0
2024-04-06 14:30:00,67777.11,68109.13,67774.0,68011.84,346.5029,1712414699999,23556033.1077692,16831,245.34741,16681567.7480846,0
2024-04-06 14:45:00,68011.84,68014.48,67950.0,67993.99,161.72326,1712415599999,10994400.8958527,8896,85.88769,5838468.8472084,0
2024-04-06 15:00:00,67994.0,68299.0,67896.48,68242.12,416.40847,1712416499999,28358806.0066531,35158,194.95506,13276399.5335531,0
2024-04-06 15:15:00,68242.12,68258.59,68120.57,68120.57,489.82722,1712417399999,33400924.2978126,17974,258.71248,17642940.590104,0
2024-04-06 15:30:00,68120.57,68170.85,68057.29,68067.4,182.85035,1712418299999,12451121.9459079,10187,70.41593,4794766.8923197,0
2024-04-06 15:45:00,68067.39,68164.0,68067.39,68104.0,140.29743,1712419199999,9555866.214792,21387,59.35251,4042534.9430047,0
2024-04-06 16:00:00,68104.01,68174.0,67990.6,67998.1,190.70778,1712420099999,12984791.167545,16861,66.21016,4508194.075706,0
2024-04-06 16:15:00,67998.09,68074.0,67948.83,67981.95,140.01935,1712420999999,9523922.9541994,9303,57.84572,3934615.5391033,0
2024-04-06 16:30:00,67981.95,68023.72,67950.0,67990.02,137.63228,1712421899999,9357539.3351351,8977,58.57252,3982177.3446476,0
2024-04-06 16:45:00,67990.01,68150.0,67985.59,68143.48,124.62917,1712422799999,8482801.6558938,7423,86.18966,5866905.943201,0
2024-04-06 17:00:00,68143.48,68143.48,68039.94,68117.98,117.54519,1712423699999,8001406.8030996,8355,36.97113,2516563.3841097,0
2024-04-06 17:15:00,68117.97,68238.09,68106.0,68146.36,93.67197,1712424599999,6385642.1112835,7067,60.28544,4109937.4098115,0
2024-04-06 17:30:00,68146.36,68444.0,68146.35,68413.29,224.16301,1712425499999,15308562.3417677,13485,157.02596,10725113.5834294,0
2024-04-06 17:45:00,68413.29,68484.09,68180.01,68287.3,384.41582,1712426399999,26272670.224178,16572,201.3768,13763152.9367574,0
2024-04-06 18:00:00,68287.3,68379.82,68252.0,68266.67,128.1774,1712427299999,8755647.577643,10848,60.65426,4143404.9995058,0
2024-04-06 18:15:00,68266.67,68277.51,68186.0,68259.76,109.02937,1712428199999,7440422.234867,8551,63.32545,4321281.7141726,0
2024-04-06 18:30:00,68259.76,68286.8,68163.62,68253.71,143.09145,1712429099999,9762747.152907,8081,71.50368,4879414.068966,0
2024-04-06 18:45:00,68253.72,68311.69,68238.01,68307.28,76.19576,1712429999999,5202110.2119475,6688,49.7248,3394921.1772331,0
2024-04-06 19:00:00,68307.28,68415.0,68218.0,68305.37,207.91892,1712430899999,14209813.1816431,10687,129.9301,8880656.6304681,0
2024-04-06 19:15:00,68305.36,68371.63,68279.26,68346.0,77.46929,1712431799999,5293426.3066226,6174,35.68812,2438350.3156833,0
2024-04-06 19:30:00,68346.0,68415.0,68290.9,68360.54,127.43517,1712432699999,8710675.4946444,9029,63.47576,4338444.4631676,0
2024-04-06 19:45:00,68360.55,68395.67,68242.24,68259.98,81.01665,1712433599999,5534697.7807843,7236,29.38253,2007297.8479629,0
2024-04-06 20:00:00,68259.99,68264.0,68166.66,68185.99,123.20592,1712434499999,8405224.3112516,7075,63.03197,4300116.7154348,0
2024-04-06 20:15:00,68185.99,68296.97,68179.02,68296.81,114.55548,1712435399999,7819398.2403372,6404,75.77491,5172110.3061818,0
2024-04-06 20:30:00,68296.82,68347.41,68256.01,68312.2,74.47001,1712436299999,5087477.4252653,7053,40.05378,2736273.5704179,0
2024-04-06 20:45:00,68312.2,68395.0,68266.65,68390.0,125.16968,1712437199999,8556912.4926622,8153,62.50351,4272282.6825654,0
2024-04-06 21:00:00,68390.0,68434.88,68359.99,68387.4,254.94779,1712438099999,17441448.2685261,11384,93.89132,6422901.1162191,0
2024-04-06 21:15:00,68387.39,68416.0,68352.0,68415.0,109.62967,1712438999999,7498069.2673496,7262,55.17145,3773092.5714839,0
2024-04-06 21:30:00,68415.0,68415.0,68349.99,68385.84,131.41293,1712439899999,8986598.1015574,6473,52.57657,3595684.1239145,0
2024-04-06 21:45:00,68385.84,68385.85,68298.82,68299.65,69.50804,1712440799999,4749408.5791112,5233,19.41288,1326536.2233599,0
2024-04-06 22:00:00,68299.65,68539.19,68286.33,68489.13,252.63183,1712441699999,17288648.4074554,12907,179.34434,12273913.1575566,0
2024-04-06 22:15:00,68489.14,68740.0,68412.13,68661.82,254.53897,1712442599999,17460148.1638346,15642,177.21429,12157255.2154054,0
2024-04-06 22:30:00,68661.82,68771.99,68600.46,68705.43,189.48345,1712443499999,13014347.0372486,12302,120.02103,8243253.7198774,0
2024-04-06 22:45:00,68705.43,69101.0,68699.99,69056.0,1169.99557,1712444399999,80707401.7336452,53641,722.57727,49831983.2039647,0
2024-04-06 23:00:00,69056.0,69692.0,69051.62,69556.97,1206.10494,1712445299999,83697699.7672748,57229,766.64869,53203566.0466832,0
2024-04-06 23:15:00,69556.98,69612.99,69345.5,69410.0,513.13353,1712446199999,35639058.8602802,20066,288.93528,20067967.9199386,0
2024-04-06 23:30:00,69410.0,69424.0,69025.98,69062.01,416.40272,1712447099999,28800590.7898293,23330,175.58382,12142379.2033928,0
2024-04-06 23:45:00,69062.01,69095.0,68800.0,68896.0,307.64198,1712447999999,21210033.8910653,17612,132.90221,9163887.1887682,0
2024-04-07 00:00:00,68896.0,69109.45,68824.19,69109.44,249.91936,1712448899999,17235810.1832105,14960,132.95304,9169292.0639048,0
2024-04-07 00:15:00,69109.45,69150.0,68824.0,68840.0,208.18186,1712449799999,14368785.2359766,13023,86.26423,5955321.3618444,0
2024-04-07 00:30:00,68839.99,69087.73,68826.8,69076.62,158.65135,1712450699999,10947432.3155417,10730,84.96157,5862268.9336806,0
2024-04-07 00:45:00,69076.63,69098.0,68976.57,68999.99,94.9809,1712451599999,6557216.2937899,7997,36.3238,2507607.7244245,0
2024-04-07 01:00:00,68999.99,69317.43,68998.57,69212.02,201.84565,1712452499999,13964042.8834968,13228,113.46864,7849761.6097443,0
2024-04-07 01:15:00,69212.02,69600.0,69212.01,69499.99,405.28798,1712453399999,28149859.4556852,19813,267.81557,18601351.0122677,0
2024-04-07 01:30:00,69500.0,69655.16,69318.0,69415.59,449.54253,1712454299999,31224003.8320758,16855,257.16096,17859408.3445379,0
2024-04-07 01:45:00,69415.58,69607.88,69340.08,69541.65,336.61258,1712455199999,23387470.0186391,13468,170.02996,11814436.1866925,0
2024-04-07 02:00:00,69541.65,69777.0,69472.62,69479.99,614.03783,1712456099999,42758527.9341072,24411,313.42101,21823302.434013,0
2024-04-07 02:15:00,69479.99,69669.61,69415.58,69643.43,199.18755,1712456999999,13849822.9038856,12486,102.96525,7158919.646039,0
2024-04-07 02:30:00,69643.44,69668.88,69384.61,69470.31,158.95455,1712457899999,11049283.4208636,10882,67.42918,4687130.4351284,0
2024-04-07 02:45:00,69470.31,69543.39,69300.0,69300.0,198.56394,1712458799999,13781642.4738294,11584,94.54539,6563843.7898082,0
2024-04-07 03:00:00,69300.01,69399.8,69250.0,69298.01,371.4373,1712459699999,25746470.0957379,15640,173.86268,12053437.8722953,0
2024-04-07 03:15:00,69298.0,69453.31,69298.0,69453.31,178.9151,1712460599999,12414035.2081752,9404,114.11485,7918088.833368,0
2024-04-07 03:30:00,69453.31,69476.01,69314.48,69382.01,127.90247,1712461499999,8875307.1284113,9435,46.9426,3257330.8240955,0
2024-04-07 03:45:00,69382.0,69510.0,69382.0,69408.05,116.29055,1712462399999,8075666.0663626,9544,58.9303,4092426.2211666,0
2024-04-07 04:00:00,69408.04,69493.98,69272.47,69272.74,127.0582,1712463299999,8818325.912568,9869,43.51934,3021777.2033771,0
2024-04-07 04:15:00,69272.75,69313.52,69172.69,69204.0,137.3446,1712464199999,9509770.719342,10199,53.41751,3698359.93921,0
2024-04-07 04:30:00,69203.99,69278.58,69053.97,69221.99,374.55287,1712465099999,25908748.4874522,14810,202.83166,14031009.1998723,0
2024-04-07 04:45:00,69222.0,69326.66,69220.0,69304.44,126.64727,1712465999999,8776466.394663,11321,59.00839,4089249.0819577,0
2024-04-07 05:00:00,69304.44,69464.0,69279.72,69394.31,143.72119,1712466899999,9971895.2644875,12140,63.23482,4387555.512757,0
2024-04-07 05:15:00,69394.32,69445.0,69267.07,69388.0,112.63529,1712467799999,7813837.2932457,10753,49.19436,3412651.6078383,0
2024-04-07 05:30:00,69388.0,69439.86,69332.01,69398.68,134.09667,1712468699999,9304524.5587271,10791,64.53368,4477449.5757505,0
2024-04-07 05:45:00,69398.69,69435.99,69307.24,69397.76,80.68058,1712469599999,5596626.7707259,7564,39.52514,2741673.7144798,0
2024-04-07 06:00:00,69397.76,69414.87,69285.71,69341.99,122.16763,1712470499999,8469760.8217923,9191,57.67227,3998240.7841322,0
2024-04-07 06:15:00,69342.0,69342.0,69190.0,69243.31,171.87526,1712471399999,11899001.1770382,14765,61.47657,4255736.7710449,0
2024-04-07 06:30:00,69243.31,69298.68,69110.81,69261.77,139.70515,1712472299999,9670353.1679195,15726,64.76269,4482867.0023203,0
2024-04-07 06:45:00,69261.77,69267.08,69158.0,69244.09,136.63956,1712473199999,9456722.6179506,8288,71.96131,4980028.1835485,0
2024-04-07 07:00:00,69244.08,69330.0,69213.84,69322.34,134.43168,1712474099999,9313722.3055817,8434,64.17724,4446673.3425412,0
2024-04-07 07:15:00,69322.34,69432.96,69315.4,69420.0,273.09007,1712474999999,18939973.8587557,14516,236.09998,16374673.1686957,0
2024-04-07 07:30:00,69420.01,69482.44,69364.63,69374.0,169.08549,1712475899999,11738571.9807254,8858,98.35502,6828340.3887437,0
2024-04-07 07:45:00,69374.01,69422.16,69340.0,69364.01,123.10545,1712476799999,8540399.2489765,7856,54.9834,3814255.9051787,0
2024-04-07 08:00:00,69364.0,69478.2,69350.01,69462.01,139.57457,1712477699999,9690318.0861146,7948,80.70574,5603539.5729676,0
2024-04-07 08:15:00,69462.01,69516.22,69333.72,69482.64,221.76265,1712478599999,15399822.9460165,10180,85.81852,5960520.5661849,0
2024-04-07 08:30:00,69482.65,69550.0,69482.64,69534.0,156.54771,1712479499999,10882610.9976491,8037,108.37709,7534102.1008444,0
2024-04-07 08:45:00,69533.99,69555.0,69448.64,69479.99,272.58232,1712480399999,18945271.9523187,12061,80.71883,5610641.2667543,0
2024-04-07 09:00:00,69479.99,69493.25,69415.58,69493.25,264.06698,1712481299999,18339825.5710827,13106,121.58457,8443386.8147208,0
2024-04-07 09:15:00,69493.24,69493.25,69365.95,69365.95,112.50765,1712482199999,7809889.6471117,6887,41.23876,2862551.1119191,0
2024-04-07 09:30:00,69365.95,69386.9,69219.0,69223.99,186.01829,1712483099999,12889048.9729703,12014,64.63318,4477913.5772161,0
2024-04-07 09:45:00,69224.0,69290.0,69199.01,69289.99,119.41776,1712483999999,8269295.9586659,10184,65.53844,4538590.5599851,0
2024-04-07 10:00:00,69290.0,69338.26,69236.0,69316.98,96.41455,1712484899999,6680317.0685054,6982,52.45102,3634226.7153308,0
2024-04-07 10:15:00,69316.98,69430.54,69279.71,69384.01,165.3614,1712485799999,11467013.8874127,8220,103.35393,7167026.7232913,0
2024-04-07 10:30:00,69384.01,69495.15,69354.0,69469.99,99.04871,1712486699999,6875711.2758441,6813,51.30963,3562032.1052351,0
2024-04-07 10:45:00,69469.99,69470.0,69317.0,69328.14,118.92717,1712487599999,8251545.7035045,7013,28.87389,2002850.8632346,0
2024-04-07 11:00:00,69328.14,69370.67,69234.84,69275.51,119.05963,1712488499999,8249879.8895607,12065,49.10955,3403373.6030902,0
2024-04-07 11:15:00,69275.52,69386.4,69200.0,69340.01,161.12295,1712489399999,11165311.3783353,13442,81.03394,5615034.2543268,0
2024-04-07 11:30:00,69340.01,69384.97,69267.08,69384.96,109.78662,1712490299999,7610488.720987,7650,46.58001,3229097.3199048,0
2024-04-07 11:45:00,69384.96,69407.72,69334.0,69357.0,66.77808,1712491199999,4631567.0360145,5675,31.78177,2204088.3307398,0
2024-04-07 12:00:00,69357.0,69396.0,69267.07,69293.65,147.49368,1712492099999,10225095.2066171,10527,73.00864,5061352.4729387,0
2024-04-07 12:15:00,69293.65,69327.67,69210.0,69225.99,136.17318,1712492999999,9432713.7275738,9760,60.63524,4200237.8155205,0
2024-04-07 12:30:00,69225.99,69399.53,69214.0,69390.8,116.47214,1712493899999,8071243.3486906,10225,64.91028,4498154.4988469,0
2024-04-07 12:45:00,69390.8,69415.59,69222.22,69335.99,137.40278,1712494799999,9526419.8671779,11705,66.67091,4621942.652607,0
2024-04-07 13:00:00,69336.0,69459.07,69322.93,69459.07,110.32199,1712495699999,7655999.3775278,9128,67.02686,4651484.8270547,0
2024-04-07 13:15:00,69459.07,69464.35,69370.56,69408.74,157.93229,1712496599999,10964050.5747738,8939,74.57535,5176662.68245,0
2024-04-07 13:30:00,69408.73,69550.0,69285.71,69357.71,268.50185,1712497499999,18637132.0352774,13690,141.72536,9836646.7924371,0
2024-04-07 13:45:00,69357.7,69414.0,69349.92,69349.93,135.26062,1712498399999,9384050.9650345,11201,65.04271,4512305.2823989,0
2024-04-07 14:00:00,69349.93,69374.88,69289.87,69291.0,195.3544,1712499299999,13541952.1681895,10398,88.65173,6145369.7731757,0
2024-04-07 14:15:00,69291.0,69347.3,69220.0,69290.0,153.58151,1712500199999,10640699.2315686,10994,84.30209,5841057.488748,0
2024-04-07 14:30:00,69290.01,69520.45,69256.0,69494.82,274.79541,1712501099999,19069826.7880442,12950,200.65399,13924779.6426795,0
2024-04-07 14:45:00,69494.83,69664.67,69422.17,69578.44,276.44595,1712501999999,19230995.304713,17425,158.94204,11057250.5367773,0
2024-04-07 15:00:00,69578.44,69800.0,69540.09,69800.0,409.835,1712502899999,28559584.4367272,20836,257.82544,17967884.6257645,0
2024-04-07 15:15:00,69799.99,69886.03,69673.55,69736.0,361.53984,1712503799999,25238306.8475282,24722,214.29924,14960087.5126028,0
2024-04-07 15:30:00,69736.01,69736.01,69360.44,69584.01,411.69325,1712504699999,28625196.9668848,21410,200.97728,13970944.1405108,0
2024-04-07 15:45:00,69584.01,69718.92,69402.0,69543.74,216.05265,1712505599999,15033200.3005099,14658,112.45747,7825464.6442404,0
2024-04-07 16:00:00,69543.73,69989.19,69483.9,69900.0,560.69428,1712506499999,39129078.1105756,26144,363.49812,25368683.2532531,0
2024-04-07 16:15:00,69900.01,70177.7,69770.0,69964.01,1029.40136,1712507399999,72074751.5425154,40927,621.59844,43519382.6731126,0
2024-04-07 16:30:00,69964.01,70320.88,69934.0,70156.01,791.30554,1712508299999,55529874.6897168,34065,506.19356,35519271.3635385,0
2024-04-07 16:45:00,70156.0,70326.29,70032.0,70074.0,460.33868,1712509199999,32302813.276168,22455,267.92137,18801464.4132018,0
2024-04-07 17:00:00,70074.01,70112.0,69752.7,69854.06,406.28129,1712510099999,28398508.3342211,23507,200.23912,13996166.5790108,0
2024-04-07 17:15:00,69854.05,70000.0,69817.9,69872.39,227.64758,1712510999999,15920120.320815,12447,111.98642,7832006.9692022,0
2024-04-07 17:30:00,69872.39,69894.0,69658.19,69729.12,242.97772,1712511899999,16955430.4933109,13398,98.95376,6904934.1678883,0
2024-04-07 17:45:00,69729.12,69836.0,69675.81,69798.01,192.93935,1712512799999,13457687.1150261,13050,103.20509,7198512.8768048,0
2024-04-07 18:00:00,69798.02,69828.0,69509.99,69540.17,310.58121,1712513699999,21627039.8247561,18465,139.3836,9705006.5720004,0
2024-04-07 18:15:00,69540.18,69614.0,69510.0,69551.78,194.00094,1712514599999,13495840.8383442,11212,100.6649,7002386.3213548,0
2024-04-07 18:30:00,69551.78,69554.57,69234.14,69393.16,363.21498,1712515499999,25200549.0327049,22598,149.32528,10359026.1001644,0
2024-04-07 18:45:00,69393.16,69444.0,69320.01,69390.01,160.09081,1712516399999,11107619.7723655,10281,93.94381,6518015.0574477,0
2024-04-07 19:00:00,69390.01,69390.01,69282.19,69376.0,174.72248,1712517299999,12113762.30397,12510,68.04942,4717473.8976616,0
2024-04-07 19:15:00,69376.0,69508.71,69255.98,69445.68,182.12897,1712518199999,12638938.4990535,10567,94.71576,6573202.6595205,0
2024-04-07 19:30:00,69445.68,69458.0,69257.52,69273.32,312.89271,1712519099999,21686643.4656787,12595,109.09621,7560746.1775886,0
2024-04-07 19:45:00,69273.32,69320.0,68849.77,69068.01,756.41342,1712519999999,52239732.5573053,38031,356.80344,24637818.8963492,0
2024-04-07 20:00:00,69068.01,69240.0,68960.01,69219.57,229.85539,1712520899999,15889576.2105899,14199,135.41292,9361785.5626723,0
2024-04-07 20:15:00,69219.58,69373.28,69194.0,69329.33,170.02094,1712521799999,11779896.9239211,12345,97.88841,6782203.3931434,0
2024-04-07 20:30:00,69329.33,69400.0,69310.0,69372.0,111.94563,1712522699999,7764553.4526935,8763,55.53912,3852149.4396683,0
2024-04-07 20:45:00,69372.0,69403.7,69303.33,69309.69,92.82638,1712523599999,6436734.2181638,8150,46.91109,3252790.0073027,0
2024-04-07 21:00:00,69309.7,69411.74,69229.74,69343.43,137.75683,1712524499999,9550122.9403745,10762,66.40637,4603709.7224526,0
2024-04-07 21:15:00,69343.44,69413.1,69234.14,69279.73,109.42734,1712525399999,7585571.3168157,9128,48.51249,3363190.3389646,0
2024-04-07 21:30:00,69279.73,69331.77,69069.51,69201.21,158.38785,1712526299999,10956784.5356537,11779,83.2411,5758121.9108093,0
2024-04-07 21:45:00,69201.21,69202.61,69031.29,69031.3,77.59071,1712527199999,5362428.2722014,8622,25.44593,1758543.8015448,0
2024-04-07 22:00:00,69031.3,69201.22,68901.0,69197.18,277.29332,1712528099999,19143139.8173853,21614,128.83834,8896229.3268247,0
2024-04-07 22:15:00,69197.19,69254.0,69106.89,69209.99,190.89939,1712528999999,13208452.7546681,18490,79.72393,5516215.9698329,0
2024-04-07 22:30:00,69210.0,69334.14,69150.2,69313.6,132.31078,1712529899999,9162715.4184762,11916,66.1918,4583835.5260387,0
2024-04-07 22:45:00,69313.6,69344.4,69183.6,69200.0,99.47444,1712530799999,6890003.2614692,9759,42.36127,2934301.2624839,0
2024-04-07 23:00:00,69200.0,69453.0,69188.05,69410.35,147.22138,1712531699999,10208123.0394149,11038,84.17801,5837584.085243,0
