,fitness,expression,depth,length
alpha_60,0.1586321388956609,"log(abs(mul(cos(mul(volume, volume)), tan(mul(low, open)))))",5,11
alpha_63,0.1200824801641506,"add(ta_cmo_14(div(close, open)), add(cos(high), ta_adxr_25(high, close, low)))",3,12
alpha_71,0.1020426230297724,ta_lr_intercept_20(sqrt(ta_lr_slope_10(open))),3,4
alpha_66,0.07878241889914848,"log(sub(ta_cmo_14(ta_mfi_14(open, volume, high, high)), tan(ta_lr_intercept_20(volume))))",4,11
alpha_74,0.07533720891893463,ta_lr_intercept_20(sin(low)),2,3
alpha_51,0.0529441027010758,"add(ta_mfi_14(add(div(abs(low), open), sub(ta_mfi_14(volume, low, close, high), div(volume, volume))), sin(ta_adxr_25(ta_lr_intercept_20(close), div(close, open), high)), sub(close, sin(tan(high))), add(ta_cmo_14(tan(open)), sqrt(ta_adxr_25(high, low, low)))), ta_lr_intercept_20(sin(ta_adxr_25(cos(volume), sin(high), ta_lr_intercept_20(low)))))",5,47
alpha_64,0.048237548905540134,"log(add(ta_cmo_14(log(abs(close))), add(log(ta_adxr_25(high, open, close)), cos(ta_adxr_25(volume, close, open)))))",5,17
alpha_72,0.03827598333537069,"sin(ta_mfi_14(cos(volume), sin(open), log(low), ta_lr_slope_10(open)))",3,10
alpha_65,0.03343777970424297,"log(mul(tan(add(volume, close)), ta_mfi_14(open, ta_mfi_14(close, open, low, volume), ta_cmo_14(open), ta_lr_intercept_20(close))))",4,17
alpha_81,0.02487011298404468,ta_lr_intercept_20(ta_lr_slope_10(tan(abs(open)))),4,5
alpha_69,0.012530346176901797,"div(log(sin(ta_adxr_25(volume, volume, close))), div(sqrt(sin(low)), abs(tan(volume))))",4,14
alpha_85,0.012234071481602105,"ta_lr_intercept_20(div(ta_cmo_14(close), sqrt(low)))",3,6
alpha_95,-0.0024257537616829486,sin(ta_lr_intercept_20(ta_lr_slope_10(open))),3,4
alpha_70,-0.006867447132638177,"add(sin(add(close, low)), ta_adxr_25(cos(high), add(volume, low), ta_adxr_25(low, volume, low)))",3,15
alpha_100,-0.00740041457250909,sin(ta_lr_intercept_20(ta_cmo_14(high))),3,4
alpha_92,-0.017067919131336373,"ta_lr_intercept_20(ta_mfi_14(low, volume, high, high))",2,6
alpha_80,-0.03236399796978903,"mul(log(close), sin(sub(ta_cmo_14(sqrt(open)), tan(ta_lr_intercept_20(close)))))",5,11
alpha_98,-0.033733235993268273,"ta_mfi_14(close, volume, sin(close), ta_lr_slope_10(close))",2,7
alpha_99,-0.03460520978171481,"ta_lr_intercept_20(ta_cmo_14(add(sqrt(volume), sqrt(volume))))",4,7
alpha_89,-0.044706801922433044,"add(ta_mfi_14(high, open, low, low), ta_adxr_25(close, close, low))",2,10
alpha_88,-0.050684997874239975,"ta_adxr_25(add(high, high), ta_lr_intercept_20(low), ta_mfi_14(low, open, close, volume))",2,11
alpha_77,-0.057136091251390894,"sub(ta_lr_slope_10(log(cos(close))), ta_adxr_25(ta_cmo_14(div(close, close)), mul(volume, ta_lr_intercept_20(close)), low))",4,15
alpha_78,-0.05717896348533637,"div(log(sub(log(cos(open)), tan(cos(close)))), log(mul(tan(log(high)), close)))",5,15
alpha_97,-0.06358951186236028,"div(low, log(mul(ta_lr_slope_10(ta_cmo_14(close)), sin(cos(volume)))))",5,10
alpha_82,-0.06596178510219425,"sin(ta_lr_slope_10(ta_adxr_25(mul(sqrt(low), abs(volume)), cos(low), abs(sub(high, high)))))",5,14
alpha_84,-0.0671360435414484,"ta_lr_intercept_20(ta_mfi_14(sin(high), sub(close, volume), ta_lr_slope_10(volume), ta_mfi_14(high, volume, low, open)))",3,14
alpha_94,-0.06966632087840449,"ta_lr_slope_10(add(sub(close, tan(low)), sub(sin(high), abs(high))))",4,11
alpha_91,-0.08678316358887429,"ta_mfi_14(sub(open, high), log(low), log(volume), ta_mfi_14(close, close, close, open))",2,13
alpha_93,-0.09724700421647303,"ta_mfi_14(sqrt(low), high, div(high, ta_lr_intercept_20(open)), abs(sub(low, ta_cmo_14(tan(low)))))",5,14
alpha_73,-0.10299404471329812,"ta_lr_intercept_20(ta_mfi_14(ta_adxr_25(sub(ta_cmo_14(high), div(high, open)), high, div(close, add(close, high))), ta_cmo_14(sin(mul(close, low))), close, sin(abs(high))))",5,24
alpha_83,-0.11659363369197447,"ta_mfi_14(ta_cmo_14(low), tan(tan(close)), close, ta_mfi_14(tan(sub(high, open)), abs(sin(open)), tan(sin(open)), low))",4,19
alpha_67,-0.12135579090092286,"ta_adxr_25(add(log(log(abs(high))), sqrt(high)), add(sqrt(tan(cos(close))), ta_adxr_25(log(sub(low, volume)), volume, ta_mfi_14(log(close), sub(open, close), cos(high), ta_lr_slope_10(close)))), cos(low))",5,31
alpha_75,-0.1299280259551167,"ta_mfi_14(log(ta_lr_slope_10(ta_lr_slope_10(close))), sin(sqrt(log(high))), cos(open), div(tan(ta_mfi_14(open, high, volume, volume)), mul(sin(close), abs(high))))",4,23
alpha_96,-0.16246867582503427,"ta_cmo_14(ta_mfi_14(low, add(ta_cmo_14(low), abs(high)), add(log(volume), low), ta_mfi_14(mul(volume, close), sqrt(close), high, close)))",4,20
alpha_68,-0.17160703371652777,"ta_mfi_14(log(mul(add(volume, low), cos(close))), ta_cmo_14(add(div(high, open), add(volume, volume))), div(cos(div(volume, volume)), ta_cmo_14(ta_cmo_14(close))), ta_adxr_25(abs(abs(open)), cos(sin(low)), add(sin(close), log(open))))",4,36
alpha_90,-0.1850130264975826,"sub(ta_mfi_14(sin(abs(volume)), sub(mul(volume, high), ta_cmo_14(high)), ta_lr_slope_10(sin(open)), open), ta_lr_intercept_20(mul(abs(open), ta_mfi_14(close, low, close, volume))))",4,24
alpha_79,-0.30046443580556437,"ta_adxr_25(log(ta_lr_slope_10(add(ta_adxr_25(high, high, high), cos(low)))), sub(sqrt(log(ta_adxr_25(high, open, close))), ta_lr_slope_10(log(sub(high, open)))), div(div(add(ta_lr_intercept_20(high), add(close, low)), sin(ta_lr_intercept_20(low))), ta_lr_intercept_20(ta_lr_slope_10(div(high, open)))))",5,38
alpha_61,-0.31526773570447786,"ta_mfi_14(log(sqrt(ta_cmo_14(mul(close, low)))), ta_cmo_14(sqrt(tan(ta_mfi_14(close, volume, volume, close)))), cos(add(ta_adxr_25(ta_mfi_14(close, volume, low, open), log(volume), log(low)), add(log(close), log(close)))), tan(ta_mfi_14(ta_lr_intercept_20(ta_mfi_14(high, close, open, high)), log(tan(close)), ta_adxr_25(cos(volume), tan(volume), sub(close, low)), mul(sub(open, volume), sub(high, open)))))",5,58
alpha_86,-0.5085105052746991,"sub(ta_adxr_25(ta_mfi_14(abs(cos(low)), sin(cos(volume)), mul(sin(high), ta_cmo_14(close)), sin(div(high, close))), sqrt(mul(sin(low), log(low))), add(tan(div(close, low)), div(cos(low), div(volume, volume)))), ta_adxr_25(ta_lr_intercept_20(ta_adxr_25(ta_cmo_14(open), cos(close), div(volume, close))), ta_lr_slope_10(ta_lr_intercept_20(tan(low))), abs(ta_adxr_25(ta_lr_intercept_20(close), add(low, high), tan(open)))))",5,58
alpha_87,-0.5859474730677001,"ta_adxr_25(add(sin(abs(div(volume, high))), abs(sin(sin(high)))), tan(ta_lr_slope_10(add(ta_adxr_25(high, high, close), div(high, low)))), ta_adxr_25(abs(div(sin(volume), ta_mfi_14(low, open, high, volume))), abs(mul(ta_lr_intercept_20(volume), ta_lr_intercept_20(open))), ta_mfi_14(sub(mul(volume, close), abs(low)), ta_mfi_14(abs(close), sub(close, high), mul(low, low), div(low, close)), sub(add(close, open), sin(open)), tan(ta_lr_slope_10(high)))))",5,65
alpha_76,-0.723827540642647,"ta_mfi_14(cos(ta_cmo_14(sqrt(ta_cmo_14(open)))), ta_mfi_14(mul(cos(mul(low, high)), div(div(volume, close), ta_mfi_14(volume, close, volume, volume))), div(log(ta_lr_slope_10(high)), sin(add(low, high))), sin(abs(div(high, close))), tan(mul(cos(high), ta_mfi_14(volume, close, open, volume)))), cos(ta_adxr_25(add(ta_cmo_14(close), ta_cmo_14(close)), ta_mfi_14(sin(open), ta_adxr_25(high, volume, volume), div(high, high), ta_adxr_25(low, high, high)), ta_adxr_25(log(low), log(volume), cos(low)))), mul(cos(log(ta_lr_slope_10(open))), sqrt(ta_lr_intercept_20(ta_adxr_25(high, open, high)))))",5,82
