,fitness,expression,depth,length
alpha_47,2.574951351768997,"sqrt(ts_kurt_20(ts_kurt_20(ta_minus_dm_14(open, low))))",4,6
alpha_51,2.5715888446318114,"div(close, div(close, close))",2,5
alpha_49,2.5623938843656053,"add(abs(sub(high, low)), open)",3,6
alpha_46,2.5363916874155863,"add(close, abs(ta_minus_dm_14(ta_minus_dm_14(open, close), mul(low, close))))",4,10
alpha_48,2.4613160561251872,"add(sin(div(close, high)), TA_BOP(add(low, open), open, TA_BOP(high, volume, volume, volume), log(low)))",3,17
alpha_60,2.396701480907051,"add(TA_BOP(div(close, open), add(open, high), ta_minus_dm_14(high, close), mul(close, open)), close)",3,15
alpha_45,2.3899498194043995,"sub(ta_minus_dm_14(tan(div(low, volume)), TA_BOP(abs(close), mul(high, low), sub(open, low), log(volume))), sub(sub(sin(close), abs(high)), tan(div(high, open))))",4,27
alpha_61,2.337711528646335,sqrt(ts_skew_40(ts_kurt_20(high))),3,4
alpha_62,2.3265678656797344,"sqrt(ta_adxr_14(open, low, volume))",2,5
alpha_65,2.316429253920394,abs(sin(close)),2,3
alpha_63,2.284536803174633,"sqrt(abs(add(abs(log(high)), sin(sin(volume)))))",5,9
alpha_66,2.2475030071554256,"sqrt(ta_minus_dm_14(high, ts_kurt_20(abs(ta_minus_dm_14(low, high)))))",5,8
alpha_68,2.2290697657579144,sqrt(ts_skew_40(open)),2,3
alpha_64,2.1629070525678236,"sqrt(TA_BOP(ts_skew_40(TA_BOP(low, high, high, open)), sqrt(div(close, open)), sqrt(abs(low)), ts_skew_40(ta_adxr_14(open, volume, close))))",4,20
alpha_70,2.1418794408149,"sqrt(ts_skew_40(abs(ta_minus_dm_14(ts_skew_40(open), volume))))",5,7
alpha_71,2.1345114057955343,"add(ts_kurt_20(high), add(low, low))",2,6
alpha_67,2.070260959775205,"sqrt(ts_kurt_20(TA_BOP(high, abs(sqrt(low)), TA_BOP(log(high), mul(close, close), cos(low), sin(volume)), ts_kurt_20(mul(volume, volume)))))",5,21
alpha_69,2.068077445559186,"sqrt(TA_BOP(sub(high, add(high, open)), tan(sub(volume, open)), high, add(ta_minus_dm_14(volume, high), log(volume))))",4,18
alpha_72,1.9877158587279595,"add(add(ta_adxr_14(ta_minus_dm_14(low, low), log(open), ts_skew_40(close)), add(open, cos(volume))), low)",4,15
alpha_75,1.829230718512587,sin(sin(close)),2,3
alpha_73,1.825138229377873,"abs(sub(sin(abs(cos(volume))), sqrt(add(sub(open, close), volume))))",5,12
alpha_76,1.8051678124958694,sin(low),1,2
alpha_79,1.7891211848199295,sin(close),1,2
alpha_74,1.7816441719551455,"sin(add(TA_BOP(log(close), abs(volume), close, low), low))",4,10
alpha_80,1.7734207789351952,sin(high),1,2
alpha_81,1.6947014563260074,"abs(tan(sin(mul(tan(open), add(low, open)))))",5,9
alpha_84,1.6174933614568257,tan(sin(close)),2,3
alpha_82,1.5515344054843982,"abs(sub(tan(sin(sin(volume))), TA_BOP(log(ts_kurt_20(volume)), sin(sqrt(open)), abs(tan(open)), sqrt(mul(open, open)))))",5,20
alpha_88,1.535923011079821,"add(low, ts_kurt_20(volume))",2,4
alpha_85,1.4979062550422393,"sub(add(sin(low), mul(close, high)), sub(log(low), ta_minus_dm_14(close, low)))",3,13
alpha_87,1.488872931978061,"cos(ta_adxr_14(mul(close, open), sub(low, close), open))",3,9
alpha_83,1.487649678594907,"cos(ts_skew_40(div(div(add(close, high), ts_kurt_20(volume)), mul(ta_adxr_14(high, open, close), ts_kurt_20(close)))))",5,16
alpha_92,1.4159788201859815,"mul(low, high)",1,3
alpha_91,1.4060162969031167,"abs(mul(close, close))",2,4
alpha_89,1.4048348492889295,"sqrt(div(cos(mul(volume, high)), mul(low, add(high, open))))",4,11
alpha_98,1.3414899768205704,log(high),1,2
alpha_100,1.3369117341576864,log(close),1,2
alpha_97,1.3314899768205704,log(abs(high)),2,3
alpha_93,1.2978495393216938,"abs(ta_adxr_14(mul(abs(open), ts_skew_40(close)), ts_kurt_20(sqrt(volume)), log(div(close, volume))))",4,14
alpha_90,1.2975404882019126,"sub(add(cos(ts_kurt_20(low)), sin(ta_adxr_14(open, volume, high))), sqrt(sqrt(sub(open, high))))",4,15
alpha_96,1.2916744451884867,"log(abs(sub(close, sub(low, close))))",4,7
alpha_94,1.2471379769209516,"abs(ta_adxr_14(mul(div(low, low), sqrt(open)), mul(sqrt(open), sqrt(open)), add(div(low, low), sin(volume))))",4,19
alpha_95,1.2401887755236376,"sub(add(sqrt(close), sub(close, low)), div(sqrt(close), sub(close, close)))",3,13
alpha_86,1.2042427083847058,"sin(ta_adxr_14(TA_BOP(cos(sqrt(volume)), abs(open), tan(log(close)), sub(mul(close, volume), log(open))), TA_BOP(ts_kurt_20(cos(volume)), cos(sub(open, close)), close, TA_BOP(sin(open), abs(low), mul(open, volume), log(high))), ts_skew_40(abs(div(low, open)))))",5,41
