,fitness,expression,depth,length
alpha_70,0.07850710901601522,"ts_lag_3(add(sub(close, tan(low)), sub(sin(high), abs(high))))",4,11
alpha_83,0.07661960816269381,"ts_lag_3(div(high, low))",2,4
alpha_82,0.07276252819347613,ts_min_10(ts_lag_3(tan(abs(open)))),4,5
alpha_84,0.07244863918504818,sin(ts_lag_3(ta_rocr_14(close))),3,4
alpha_88,0.0707846052422284,ts_lag_3(sin(open)),2,3
alpha_89,0.07042247253455895,ts_min_10(sin(low)),2,3
alpha_74,0.06873355114033955,"tan(sin(ta_rsi_12(sub(div(low, high), sub(high, volume)))))",5,10
alpha_90,0.06759639809013117,tanh(ta_rocr_14(low)),2,3
alpha_76,0.06441931635650731,"ts_lag_3(ta_rsi_12(div(abs(low), mul(volume, volume))))",4,8
alpha_79,0.056471366329152436,"add(sin(add(close, low)), ta_rsi_12(cos(high)))",3,8
alpha_77,0.04143161325894493,"log(div(cos(low), ta_rsi_12(div(low, add(low, high)))))",5,10
alpha_93,0.037751341610513675,ts_lag_3(ta_rocr_14(log(sin(close)))),4,5
alpha_97,0.03530189106074935,ts_min_10(tanh(low)),2,3
alpha_78,0.010602239106042272,"div(ts_lag_3(tanh(ts_lag_3(high))), div(tan(sub(low, high)), abs(log(volume))))",4,13
alpha_85,-0.00240047628009199,"ts_lag_3(div(abs(ts_min_10(ta_rocr_14(volume))), cos(ts_min_10(add(close, volume)))))",5,11
alpha_91,-0.004028700536838001,"tanh(abs(ts_lag_3(add(mul(volume, open), add(low, low)))))",5,10
alpha_86,-0.006737917099623528,"mul(log(close), sin(sub(ta_rocr_14(sqrt(open)), tan(ts_min_10(close)))))",5,11
alpha_100,-0.008049192790475182,"ta_rocr_14(abs(mul(volume, add(volume, high))))",4,7
alpha_94,-0.009172121029605323,"tanh(tanh(mul(log(abs(volume)), tanh(cos(high)))))",5,9
alpha_96,-0.01470616122628976,"ta_rocr_14(add(abs(ts_min_10(low)), tan(sub(close, close))))",4,9
alpha_99,-0.016974245656578527,"ts_lag_3(add(ts_lag_3(tanh(abs(volume))), ta_rsi_12(open)))",5,8
alpha_92,-0.05717896348533637,"div(log(sub(log(cos(open)), tan(cos(close)))), log(mul(tan(log(high)), close)))",5,15
alpha_87,-0.05907262068156734,"sub(abs(div(ta_rocr_14(div(open, open)), abs(ta_rocr_14(volume)))), sqrt(cos(log(mul(low, high)))))",5,16
alpha_95,-0.06231161971964226,"sub(tanh(sin(abs(volume))), sub(mul(abs(high), ta_rocr_14(high)), ts_lag_3(sin(open))))",4,14
alpha_98,-0.12520702440226236,"mul(add(ts_lag_3(ts_min_10(high)), div(add(close, volume), ts_min_10(close))), sub(sin(sub(close, high)), tanh(ts_lag_3(low))))",4,19
